source	authors	year	type	title	journal	url	abstract	rater_1	excl_english_1	excl_groupstudy_1	excl_age_1	excl_healthy_1	excl_task_1	excl_stats_1	include_1	comment_1	rater_2	excl_english_2	excl_groupstudy_2	excl_age_2	excl_healthy_2	excl_task_2	excl_stats_2	include_2	comment_2	code_1	code_2	code_match	code_discuss	code_final	bin_1	bin_2	bin_match
database	Clements-Stephens, Amy M.; Rimrodt, Sheryl L.; Cutting, Laurie E.	2009	journalArticle	Developmental sex differences in basic visuospatial processing: differences in strategy use?	Neuroscience letters	https://doi.org/10.1016/j.neulet.2008.10.094	Functional neuroimaging studies investigating sex differences in visuospatial processing traditionally focus on mental rotation tasks in adults, as it is a  consistently robust finding, with a limited number of studies examining tasks  tapping visuospatial skills at a more basic level. Furthermore, fewer studies have  examined this issue in conjunction with investigating whether differences exist in  younger populations. Therefore, functional neuroimaging was used to examine whether  sex-based differences exist and/or develop during childhood. Thirty-two  participants, matched on performance, participated in this study. Overall, both  groups showed overlapping activation in bilateral superior parietal lobe,  extrastriate cortex, and cerebellum; differences between the sexes showed that males  had significantly greater activation in right lingual gyrus and cerebellum. Formal  comparisons between age groups revealed that older males show engagement of left  hemisphere regions, while females show greater bilateral (R>L) engagement of regions  traditionally associated with visuospatial processing. Together, these results  suggest that older males, as compared to younger males, may engage regions that are  associated with a visuomotor network, whereas females utilize areas indicated in  spatial attention and working memory. Furthermore, these results could also suggest  that there may be differences in strategy use that are evident early on and may  continue to develop over time evident by differential engagement of networks  associated with visuospatial processing. Our data provide evidence for sex-based  differences in the neural basis of visuospatial processing.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Clements, M.A.	2008	bookSection	Spatial abilities, mathematics, culture, and the papua new guinea experience	Critical Issues in Math. Educ.: Major Contributions of Alan Bishop	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890002891&doi=10.1007%2f978-0-387-09673-5_7&partnerID=40&md5=c086f1520d51fd5b2090dd0c51b8aa8c	Sometime in 1976 Dr. Peter Fensham, then Professor of Science Education at Monash University in Melbourne, Australia, asked me if I would like to nominate a distinguished mathematics educator who might be invited to work as a Visiting Fellow for a period of up to 6 months within Monash University's Faculty of Education. At that time I led Monash University's large mathematics teacher education program. There had been a number of distinguished science education visitors to Monash Education in the mid-1970s, and Dr. Fensham felt that it was "mathematics education's turn.". © 2008 Springer Science+Business Media, LLC. All rights reserved.	AE	0	1	0	0	0	0	0		SK	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	Clingan-Siverly, Sam; Nelson, Paige M.; Göksun, Tilbe; Demir-Lira, Ö Ece	2021	journalArticle	Spatial Thinking in Term and Preterm-Born Preschoolers: Relations to Parent-Child Speech and Gesture.	Frontiers in psychology	https://doi.org/10.3389/fpsyg.2021.651678	Spatial skills predict important life outcomes, such as mathematical achievement or entrance into Science, Technology, Engineering, and Mathematics (STEM) disciplines.  Children significantly vary in their spatial performance even before they enter  formal schooling. One correlate of children's spatial performance is the spatial  language they produce and hear from others, such as their parents. Because the  emphasis has been on spatial language, less is known about the role of hand gestures  in children's spatial development. Some children are more likely to fall behind in  their spatial skills than others. Children born premature (gestational age <37  weeks) constitute such a risk group. Here, we compared performance of term and  preterm-born children on two non-verbal spatial tasks-mental transformation and  block design. We also examined relations of children's performance on these tasks to  parental spatial language and gesture input and their own production of spatial  language and gesture during an independent puzzle play interaction. We found that  while term and preterm-born children (n = 40) as a group did not differ in the  mental transformation or block design performance, children varied widely in their  performance within each group. The variability in mental transformation scores was  predicted by both a subset of spatial words (what aspects of spatial information)  and all spatial gestures children produced. Children's spatial language and gesture  were in turn related to their parents' spatial language and gesture. Parental  spatial language and gesture had an indirect relation on children's mental  transformation, but not block design, scores via children's spatial language, and  gesture use. Overall, results highlight the unique contributions of speech and  gesture in communicating spatial information and predicting children's spatial  performance.	AE	0	0	1	0	0	0	0	Mean age 4.6 years; MR task ok	SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	COBURN, MARLENE	1983	thesis	THE EFFECTS OF EMPIRICAL COUNTING, DEVELOPMENTAL LEVEL, AND SET SIZE ON CHILDREN'S CONSERVATION PERFORMANCE		https://www.proquest.com/dissertations-theses/effects-empirical-counting-developmental-level/docview/303266469/se-2?accountid=11531	The purpose of this research was to analyze factors that influence children's use of counting to solve conservation problems. Two studies were conducted. In Study 1, two groups of nonconservers, one who demonstrated the ability to establish one-to-one correspondences to determine numerical equivalence and one who did not, were presented with one of two sets of four trials, one that consisted of a small and the other a larger set size. In Study 2, two groups of conservers, one who provided more mature explanations for conservation judgments and one who provided less mature explanations, were presented with one of two sets of six number conservation trials, one that consisted of a small and the other a larger set size. In both studies, following standard conservation assessment trials, children were asked to count the sets and then make another conservation judgment. For nonconservers, counting produced evidence of conservation. For conservers, counting produced evidence of apparent nonconservation, achieved by a surreptitious addition or subtraction of an item during the spatial transformation.    Results indicated that nonconservers who understood the numerical significance of one-to-one correspondence were able to make use of counting information to solve conservation problems involving larger set sizes to a greater extent than those who did not understand the numerical significance of one-to-one correspondence relations. In addition, the results revealed that nonconservers who did not demonstrate the ability to produce one-to-one correspondence used counting information to form conservation judgments to a greater extent on small than on large number conservation trials. The two groups of conservers did not differ in their ability to recognize and/or explain the evidence of apparent nonconservation. However, conservers who gave less mature justifications were more able to recognize and/or explain the apparent nonconservation on small than on larger number conservation trials.    The results are discussed with respect to factors that constrain the role of empirical operations, such as counting, in the child's formation of logical concepts, such as conservation. The implications for the present findings for models of counting/number conservation relations are also discussed.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Cockcroft, K.	2011	journalArticle	Working memory functioning in children with attention-deficit/hyperactivity disorder (ADHD): A comparison between subtypes and normal controls	Journal of Child and Adolescent Mental Health	https://doi.org/10.2989/17280583.2011.634545	Objective: Children with attention-deficit/hyperactivity disorder (ADHD) often experience working memory difficulties. However, research findings are inconsistent, making it difficult to compare results across studies. There are several reasons for this inconsistency. Firstly, most studies make no distinction between ADHD subtypes, despite evidence that predominantly inattentive ADHD (ADHD/I) represents a different neurocognitive profile to the hyperactive-impulsive subtype (ADHD/HI). Secondly, documented studies use different tests of working memory which may be measuring different skills. Some assess only the verbal components of working memory and others the visuo-spatial; few of the tests assess both. Further, some tests employ a recognition methodology and others use recall, which require different brain regions and cognitive processes. To clarify these inconsistencies, the verbal and visuo-spatial working memory of children with ADHD/I, ADHD/HI and a control group with no ADHD symptoms were compared. Method: The Automated Working Memory Assessment and Ravens Coloured Progressive Matrices were administered to 72 children (ADHD/I n = 27; ADHD/HI n = 25; control n = 20). Results: The ADHD groups performed similarly, but were significantly poorer than the control group in all aspects of working memory. Storage abilities were stronger than processing abilities, while verbal and visuo-spatial abilities were equally developed for all groups. Conclusion: ADHD-related deficits were apparent across working memory components, even when IQ was controlled for, suggesting a generalised impairment. © 2011 Copyright NISC Pty Ltd.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0	can't access but adhd age range not typical for us	3	3	1	NA	3	0	0	1
database	Cohen, D.; Martel, C.; Wilson, A.; Déchambre, N.; Amy, C.; Duverger, L.; Guile, J.-M.; Pipiras, E.; Benzacken, B.; Cavé, H.; Cohen, L.; Héron, D.; Plaza, M.	2007	journalArticle	Brief report: Visual-spatial deficit in a 16-year-old girl with maternally derived duplication of proximal 15q	Journal of Autism and Developmental Disorders	https://doi.org/10.1007/s10803-006-0228-5	Duplications of chromosome 15 may be one of the most common single genetic causes of autism spectrum disorders (ASD), aside from fragile X. Most of the cases are associated with maternally derived interstitial duplication involving 15q11-13. This case report describes a female proband with a maternally derived interstitial duplication of proximal 15q. She did not exhibit any symptoms of ASD apart from some developmental delay. By adolescence, she showed mild dysmorphism, a discrepant profile on the Wechsler Intelligence Scale for Children (Verbal IQ = 87; Performance IQ = 65) and a major deficit in visual-spatial abilities affecting fine motor skills, mathematical reasoning, visual memory and some global reading tasks. This is one of the first reports of a child with a maternal duplication who exhibits a visual-spatial deficit without ASD. © 2006 Springer Science+Business Media, LLC.	AE	0	1	0	0	0	0	0		SK	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	COHEN, ELLEN C.	1980	thesis	HOME ENVIRONMENT AND SPATIAL ABILITY		https://www.proquest.com/dissertations-theses/home-environment-spatial-ability/docview/302969194/se-2?accountid=11531	This investigation was an attempt to study the relationship between the home environment and spatial ability in junior high school females. Although a number of theories have been advanced to explain the development of spatial ability and to explain the reasons for differential spatial ability between the sexes, none can be considered definitive.    Biological explanations have suggested that genetic sex-linkage and effects of hormones and brain lateralization could account for this difference. Some investigators have reported significant effects of training on spatial ability. Experience may thus be a major factor in the development of spatial ability, and the home environment is the major source of experience during infancy and childhood.    The rationale for the present study was the lack of research on the influence of environment on the development of spatial ability. An attempt was made to assess whether differential spatial ability within the female sex is related to variability in measured characteristics of the home environment.    The spatial home environment variable was defined by a set of five process characteristics. Similar measures of the verbal home environment variable were included for discriminant validation of the spatial environment measure.    To measure the specific components of the spatial home environment, an instrument was developed. It consisted of an interview schedule and a set of rating scales. Spatial and verbal scores from the home environment instrument were correlated with DAT spatial and verbal subtest scores.    The subjects were 60 eighth and ninth grade females from a middle income community. Interviews with one or both of the parents of each of the 60 subjects were conducted in their homes. After the interview data were obtained, the environmental process characteristics were rated. After all ratings had been made, the two environmental process variable ratings for each home were computed by summing the respective associated environmental process characteristic ratings.    The first research question was: Can the spatial home environment be measured in such a way that it can be differentiated from those aspects of the home environment that have been shown to relate to the development of verbal ability? An analysis of median intercorrelations showed that the environmental process characteristics hypothesized to represent the spatial home environment were more highly related to each other than they were to the verbal environment characteristics.    The second research question was: Is spatial ability in eighth-grade females related to various characteristics of the spatial home environment? The results obtained clearly demonstrated a strong relationship between the spatial environment ratings and the eighth-grade DAT spatial subtest scores.    The present research successfully identified a subenvironment related to the development of spatial ability. Although there is a relationship between the spatial and verbal environments themselves, the dynamic aspects of the spatial environment were shown to differ from those previously identified and related to the development of other cognitive abilities.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Cohen, Kenneth M.	1999	thesis	The biology of male sexual orientation: Relationship among homoeroticism, childhood sex -atypical behavior, spatial ability, handedness, and pubertal timing		https://www.proquest.com/dissertations-theses/biology-male-sexual-orientation-relationship/docview/304504195/se-2?accountid=11531	101 gay, bisexual, and heterosexual male youths between the ages 18 and 25 years tested the perinatal hormone theory of male homosexuality which hypothesizes that attenuated levels of androgens during fetal development fail to masculinize and defeminize the brain. Affected individuals develop female-like sexual orientation (attraction to males) and female-typical cerebral organization that is reflected in visual-spatial abilities and gender nonconformity. Handedness and pubertal timing were also assessed because they are sexually dimorphic and may be influenced by early gonadal hormone exposure.    Sexual identity labels were accurate reflections of reported attractions, fantasies, orgasm fantasies, and sexual behavior—as measured by revised Kinsey scales and pie charts—indicating that discrete categories are parsimonious and functional means of characterizing sexual orientation. Emotional preference was related to, but distinct from, sexual orientation. Unlike heterosexual and bisexual males, gays were emotionally closer to males than females. This is explained by gain-loss theory.   Modest support was obtained for the perinatal hormone theory, particularly among bisexuals. Gays, and to a lesser extent bisexuals, recalled less childhood masculinity and more femininity than heterosexuals suggesting a common biological mediator for hormoeroticism and gender atypicality. Childhood gender conformity and current homoeroticism were successfully predicted only for bisexuals and heterosexuals. Among bisexuals, poorer visual-spatial performance predicted decreased childhood masculinity and increased attraction to males. Among heterosexuals, childhood femininity predicted attractions to males. Pubertal timing and handedness did not distinguish the groups and were not predictable.    Findings support the overall thesis that numerous paths exist to the development of a same-sex sexual orientation. If the perinatal hormone theory contributes to a generalized feminization of the brain, the current data suggest that this occurs for some bisexuals and, to a very limited extent, heterosexuals. In contrast, evidence of cerebral feminization among gay males was only reflected in childhood gender atypicality, but this could not be predicted by other variables that reflect cerebral feminization. This suggests that unspecified mechanisms responsible for homoeroticism in gays may be different from the ones that produce same-sex attractions in bisexuals and heterosexuals and may have little affect on other components of cerebral feminization.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Cohen, Kenneth M.	2002	journalArticle	Relationships among childhood sex-atypical behavior, spatial ability, handedness, and sexual orientation in men.	Archives of sexual behavior	https://doi.org/10.1023/a:1014043504661	Moderate support was obtained in a sample of 101 gay, bisexual, and heterosexual males for the perinatal hormone theory, which hypothesizes that attenuated levels of  androgens during critical periods of male fetal development fail to masculinize and  defeminize the brain. Affected individuals develop female-typical sexual orientation  (assessed here by a pie chart) and cerebral organization, reflected in  visual-spatial abilities and gender nonconformity. Handedness, also thought to  reflect in utero hormone exposure, was evaluated. Gay and bisexual males reported  greater femininity and lesser masculinity than heterosexuals, with bisexuals  intermediate in masculinity, suggesting a common biological mediator for  homoeroticism and sex atypicality. Among bisexual males, increased masculinity was  related to enhanced performance on all spatial tasks. Group mean differences in  spatial ability and handedness were not found; however, among bisexuals, poorer  visual-spatial performance predicted increased homoeroticism and right-handedness  positively correlated with all spatial tasks. If perinatal hormones contribute to a  generalized feminization of the brain, the current data indicate that it is most  apparent among bisexual males. Sexing of their brains may involve several sexually  dimorphic regions that are related in a continuous manner. Inferred cerebral  feminization was more circumscribed among gay and heterosexual males, for whom  childhood sex atypicality was most highly-distinguishing. Unspecified mechanisms  responsible for homoeroticism in them may differ from those that produce same-sex  attractions in bisexuals and thus have relatively little impact on other components  of cerebral feminization.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Coles, Claire D.	2011	journalArticle	Discriminating the effects of prenatal alcohol exposure from other behavioral and learning disorders.	Alcohol research & health : the journal of the National Institute on Alcohol Abuse and Alcoholism		Fetal alcohol syndrome and fetal alcohol spectrum disorders are underdiagnosed in general treatment settings. Among the factors involved in identifying the effects of  prenatal alcohol exposure are (1) the evidence for prenatal alcohol exposure; (2)  the effects of the postnatal, caregiving environment; (3) comorbidities; and (4)  differential diagnosis, which includes identifying the neurodevelopmental effects of  alcohol and discriminating these effects from those characterizing other conditions.  This article reviews findings on the neurodevelopmental effects of prenatal alcohol  exposure, including learning and memory, motor and sensory/motor effects,  visual/spatial skills, and executive functioning and effortful control. Encouraging  clinicians to discriminate the effects of prenatal alcohol exposure from other  conditions may require more education and training but ultimately will improve  outcomes for affected children.	AE	0	1	0	0	0	0	0		SK	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	Coles, Claire D.; Kable, Julie A.; Granovska, Iryna V.; Pashtepa, Ala O.; Wertelecki, Wladimir; Chambers, Christina D.	2021	journalArticle	Measurement of neurodevelopmental effects of prenatal alcohol exposure in Ukrainian preschool children.	Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence	https://doi.org/10.1080/09297049.2021.1919298	Effects of prenatal alcohol exposure (PAE) are rarely measured in preschool children due to relative insensitivity of assessment methods at this age. To examine the  potential of a nonverbal battery in early identification of cognitive problems in  alcohol-exposed children, 291 prospectively identified Ukrainian children were  evaluated using a test battery focusing on early executive functioning (EF) and  visuospatial skills, areas of cognitive development particularly sensitive to PAE in  older children. Tests included the Differential Ability Scales, 2(nd) Edition  (DAS-2) and several NEPSY/NEPSY-II subtests, standardized in the United States.  Others were adapted from commonly used non-standardized neuropsychological measures  of EF (Preschool Spatial Span, Imitation Hand Game, A not B, Delayed Attention,  Subject Ordered Pointing). Children in two sites in Ukraine, Rivne and Khmelnitsky,  were tested at 3 ½-4 ½ years to identify effects of PAE. Although most children  performed within the average range, Alcohol-Exposed preschoolers had lower scores on  DAS-II Summary Scores as well as on specific subtests. To evaluate the effects of  alcohol dose during the pre-pregnancy recognition period and during mid-gestation of  pregnancy, generalized linear regression models were used controlling for  demographic and individual variables. In addition to DAS-II variables, measures  reflecting sustained attention, working memory and ability to shift cognitive set  were impacted by alcohol dose. Early executive function appears to subsume these  performance differences. In conclusion, findings indicate that the effects of PAE  can be identified in the preschool period and reliably measured using tests  assessing nonverbal and spatial skills supported by executive functioning.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Collaer, M.L.; Hines, M.	2020	journalArticle	No Evidence for Enhancement of Spatial Ability with Elevated Prenatal Androgen Exposure in Congenital Adrenal Hyperplasia: A Meta-Analysis	Archives of Sexual Behavior	https://doi.org/10.1007/s10508-020-01645-7	Spatial abilities contribute to life and occupational competencies, and certain spatial skills differ, on average, between males and females, typically favoring males when differences occur. Factors contributing to spatial skills could include prenatal as well as experiential/cultural influences, with biological and social influences likely interacting and difficult to disentangle. This meta-analysis examined the potential influence of prenatal androgen exposure on spatial skill by examining studies of patients with congenital adrenal hyperplasia (CAH). CAH involves elevated adrenal androgens prenatally, with overall androgen concentrations higher for females with CAH versus same-sex controls but with little overall difference between males with CAH versus controls. We hypothesized that, if androgens contribute prenatally to neurobehavioral development in humans as in many other species, females with CAH would show spatial enhancement versus control females, but with no definitive hypothesis for males. Meta-analysis of 12 studies examining overall spatial skill and three spatial subcategories failed to support enhanced spatial performance for females with CAH; males with CAH showed lower spatial ability compared to control males, at least for the category of overall spatial skill. Although statistical logic precludes accepting the null hypothesis for females, the meta-analysis failed to support the idea that prenatal exposure to androgens explains spatial gender/sex differences in humans. Alternative explanations for average gender/sex differences in some spatial tasks could include androgen exposure at other times, such as mini-puberty, or different social factors experienced by males and females. We also discuss possible explanations for the different outcomes seen in females versus males with CAH. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.	AE	0	1	0	0	0	0	0		SK	0	1	0	0	0	0	0		2	2	1	NA	2	0	0	1
database	Colville, R. J. I.; Patel, Romil	2011	journalArticle	The mental rotation flap.	Journal of plastic, reconstructive & aesthetic surgery : JPRAS	https://doi.org/10.1016/j.bjps.2010.10.016	Two types of random pattern rotation flaps around the chin are described for the closure of small to moderate defects of the lateral chin. Over an 18 month period  (September 2007-April 2008) three patients with a mean age of 74 years had skin  cancers excised as an outpatient under local anaesthetic, leaving skin defects from  2.0×1.9 cm to 1.9×2.9 cm. The flaps were raised with a defect to flap ratio of 1:3  at the adipose-muscle interface with direct closure in all cases and the mental  nerve was not seen. All patients had completely excised basal cell carcinomas (BCC).  The mean follow up was 6 months. There was one superficial infection but no flap  loss and good cosmetic outcomes.	AE	0	1	0	0	0	0	0		SK	0	0	1	0	0	0	0		2	3	0	2	2	0	0	1
database	Conant, L.L.; Fastenau, P.S.; Giordani, B.; Boivin, M.J.; Opel, B.; Nseyila, D.D.	1999	journalArticle	Modality specificity of memory span tasks among Zairian children: A developmental perspective	Journal of Clinical and Experimental Neuropsychology	https://doi.org/10.1076/jcen.21.3.375.912	Digit span (DS) and visual memory span (VMS) tasks have been shown to be distinct in young children but fail to show modality specificity in older American children and adults (Fastenau, Conant, and Lauer, 1997, 1998). The present study examines the possibility that processing of VMS becomes automatized with written language training. In a sample of 139 Zairian children, separate factor analyses on K-ABC data for younger children (6.1- 8.5 years) and older children (8.6-12.8 years) yielded two-factor solutions in both cases, which appear to represent verbal and visual-spatial abilities. Modality specificity of the visual span task is supported in both age groups. Findings of modality specificity in both Zairian age groups provides support for the theoretical distinction between verbal and visual memory span. Continued modality specificity of visual memory span tasks in older Zairian children suggests that the increased verbal loadings of these tasks seen for older American children may reflect differences in written language development.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Conner, Colin	1982	thesis	An investigation into the relationship between children's cognitive style and their perception of the environment		https://www.proquest.com/dissertations-theses/investigation-into-relationship-between-childrens/docview/2117492774/se-2?accountid=11531	This study considers relationships between the cognitive style identified by Witkin et al (1964) (ie analytic/field independence, as opposed to global/field dependence) and children's perceptions of their environment. Arising from a review of the literature, a variety of hypotheses were examined through an empirical investigation with 481 children aged between 10 and 13 and drawn from a rural and an urban environment. The results of the study raise questions about the conceptual inadequacy and empirical validity of the style identified by Witkin and further whether the tests used to identify the style can explain performance on map and environmental exercises. The inter-correlations between the three measures of cognitive style used in the study were comparatively low (Embedded Figures Test (E2T) with Rod and Frame Test (RFT) 0.4290 p< 0.01, Embedded Figures Test with Articulation of Body Concept Scale (ABC) 0.4392 p <0.01, RFT with ABC 0.3448 D <0.01) and the most regularly used measure of this particular cognitive style in previous research (FT) correlated more highly with intelligence (0.5982 p <0.01) particularly perceptual reasoning (0.5616 p-<0.01) and spatial ability (0.7333 p<0.01) than with RFT and ABC. In the investigation of 25 specific research hypotheses, a more positive relationship was demonstrated with the result of the Embedded Figures Test than with those of the RFT and ABC and it is suggested that this can be explained in terms of general intellectual ability. Similarly performance on the measures of environmental perception and mapping skill employed in the study appeared to be considerably influenced by general intelligence and more especially perceptual reasoning. The strong spatial/intellectual bias of the relationships identified in the research were confirmed in a principal components and multiple regression analysis of the results. In a follow up study of a representative group of extreme analytic/field independent individuals and extreme global/field dependent individuals it was possible to identify children who demonstrated capacities as described by Witkin, which were not dependent upon ability. In general, however, intelligence was the major differentiating factor between the two groups. Specific findings related to each of the research hypotheses are discuesed in detail in the text. The main findings of the study, however, appear to question the existence of the cognitive style identified by Witkin and the expectation of an association between cognitive style and environmental perception was not confirmed.	AE	0	0	1	0	0	0	0		SK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Conning, A.M.; Byrne, R.W.	1984	journalArticle	Pointing to preschool children's spatial competence: A study in natural settings	Journal of Environmental Psychology	https://doi.org/10.1016/S0272-4944(84)80032-8	This paper describes a series of experiments which explore the extent to which children aged three years five months to four years seven months can build a Euclidean mental representation of the environment. It was found that the children showed a higher level of spatial competence than previous research had indicated, and that their spatial ability was dependent upon the nature of the environment. Euclidean knowledge was found at all ages in a familiar environment, but especially when familiarity was brought about through self-exploration. Euclidean knowledge was least likely in a novel environment. Previous experience with the test in the familiar environments did not lead to an increase in Euclidean knowledge in the novel environment. The results are interpreted in terms of Byrne's 'network-map'/'vectormap' theory of spatial knowledge. © 1984 Academic Press Inc. (London) Ltd.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Connor, J. M.; Schackman, M.; Serbin, L. A.	1978	journalArticle	Sex-related differences in response to practice on a visual-spatial test and generalization to a related test.	Child development		93 first graders (mean age 6.5 years) were given a pretest and posttest on half of the items from the Children's Embedded Figures Test. Half of the children were  randomly assigned to a training condition and received a brief training procedure on  visual-spatial disembedding prior to the administration of the posttest. Children in  the control condition received no training. The performance of girls improved  significantly more from pretest to posttest than the performance of boys. Boys and  girls showed similar beneficial effects of training in addition to the benefit of  direct practice. The tendency that was observed for boys to perform higher than  girls on the pretest, p less than .10, was not evident on the posttest. Scores on  the pretest predicted scores on a different measure of visual-spatial ability only  for children in the control group. The results are interpreted in terms of current  theories of sex differences in visual-spatial perception.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Connor, J. M.; Serbin, L. A.; Freeman, M.	1978	journalArticle	Training visual-spatial ability in EMR children.	American journal of mental deficiency		Educable mentally retarded children were randomly assigned to either a visual-spatial training condition or a control group. The children who received  training showed a gain from pretest to posttest on the Children's Embedded Figures  Test that corresponds to approximately 4 years of maturation in nonretarded  children. The performance of the children in the control group on the posttest was  not significantly different from their performance on the pretest. Correlations  between measures of visual-spatial ability and the employment adjustment of retarded  persons obtained by other investigators suggest the potential importance of  developing the visual-spatial skills of this population.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Connor, Jane M.; Serbin, Lisa A.; Schackman, Maxine	1977	journalArticle	Sex differences in children's response to training on a visual-spatial test	Developmental Psychology	https://doi.org/10.1037/0012-1649.13.3.293	In a study with 133 children in Grades 1, 3, and 5, a brief training procedure designed to improve performance on the Children's Embedded Figures Test, a test of visual ability, resulted in significant improvement for girls but not for boys. No sex difference was observed among children receiving this training. The implications for theories of sex differences in visual–spatial ability are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Conson, M.; Hamilton, A.; De Bellis, F.; Errico, D.; Improta, I.; Mazzarella, E.; Trojano, L.; Frolli, A.	2016	journalArticle	Body Constraints on Motor Simulation in Autism Spectrum Disorders	Journal of Autism and Developmental Disorders	https://doi.org/10.1007/s10803-015-2652-x	Developmental data suggested that mental simulation skills become progressively dissociated from overt motor activity across development. Thus, efficient simulation is rather independent from current sensorimotor information. Here, we tested the impact of bodily (sensorimotor) information on simulation skills of adolescents with Autism Spectrum Disorders (ASD). Typically-developing (TD) and ASD participants judged laterality of hand images while keeping one arm flexed on chest or while holding both arms extended. Both groups were able to mentally simulate actions, but this ability was constrained by body posture more in ASD than in TD adolescents. The strong impact of actual body information on motor simulation implies that simulative skills are not fully effective in ASD individuals. © 2015, Springer Science+Business Media New York.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Conson, M.; Mazzarella, E.; Esposito, D.; Grossi, D.; Marino, N.; Massagli, A.; Frolli, A.	2015	journalArticle	Put Myself Into Your Place: Embodied Simulation and Perspective Taking in Autism Spectrum Disorders	Autism Research	https://doi.org/10.1002/aur.1460	Embodied cognition theories hold that cognitive processes are grounded in bodily states. Embodied processes in autism spectrum disorders (ASD) have classically been investigated in studies on imitation. Several observations suggested that unlike typical individuals who are able of copying the model's actions from the model's position, individuals with ASD tend to reenact the model's actions from their own egocentric perspective. Here, we performed two behavioral experiments to directly test the ability of ASD individuals to adopt another person's point of view. In Experiment 1, participants had to explicitly judge the left/right location of a target object in a scene from their own or the actor's point of view (visual perspective taking task). In Experiment 2, participants had to perform left/right judgments on front-facing or back-facing human body images (own body transformation task). Both tasks can be solved by mentally simulating one's own body motion to imagine oneself transforming into the position of another person (embodied simulation strategy), or by resorting to visual/spatial processes, such as mental object rotation (nonembodied strategy). Results of both experiments showed that individual with ASD solved the tasks mainly relying on a nonembodied strategy, whereas typical controls adopted an embodied strategy. Moreover, in the visual perspective taking task ASD participants had more difficulties than controls in inhibiting other-perspective when directed to keep one's own point of view. These findings suggested that, in social cognitive tasks, individuals with ASD do not resort to embodied simulation and have difficulties in cognitive control over self- and other-perspective. © 2015 International Society for Autism Research and Wiley Periodicals, Inc.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
database	Conson, M.; Mazzarella, E.; Frolli, A.; Esposito, D.; Marino, N.; Trojano, L.; Massagli, A.; Gison, G.; Aprea, N.; Grossi, D.	2013	journalArticle	Motor Imagery in Asperger Syndrome: Testing Action Simulation by the Hand Laterality Task	PLoS ONE	https://doi.org/10.1371/journal.pone.0070734	Asperger syndrome (AS) is a neurodevelopmental condition within the Autism Spectrum Disorders (ASD) characterized by specific difficulties in social interaction, communication and behavioural control. In recent years, it has been suggested that ASD is related to a dysfunction of action simulation processes, but studies employing imitation or action observation tasks provided mixed results. Here, we addressed action simulation processes in adolescents with AS by means of a motor imagery task, the classical hand laterality task (to decide whether a rotated hand image is left or right); mental rotation of letters was also evaluated. As a specific marker of action simulation in hand rotation, we assessed the so-called biomechanical effect, that is the advantage for judging hand pictures showing physically comfortable versus physically awkward positions. We found the biomechanical effect in typically-developing participants but not in participants with AS. Overall performance on both hand laterality and letter rotation tasks, instead, did not differ in the two groups. These findings demonstrated a specific alteration of motor imagery skills in AS. We suggest that impaired mental simulation and imitation of goal-less movements in ASD could be related to shared cognitive mechanisms. © 2013 Conson et al.	AE	0	0	1	0	0	0	0		ASK	0	0	1	0	0	0	0		3	3	1	NA	3	0	0	1
